id,name,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,calculated_host_listings_count
633,Listing 633,De Pijp,De Pijp area,Entire home/apt,149.48,1,118,4.86,194,8
634,Listing 634,Slotervaart,Slotervaart area,Entire home/apt,63.57,14,95,4.34,101,1
635,Listing 635,Centrum,Centrum area,Entire home/apt,162.29,1,201,4.02,80,6
636,Listing 636,Oost,Oost area,Private room,51.69,2,120,4.72,256,5
637,Listing 637,Westerpark,Westerpark area,Private room,54.44,1,143,4.01,115,7
638,Listing 638,Jordaan,Jordaan area,Entire home/apt,155.51,2,195,4.13,266,3
639,Listing 639,Westerpark,Westerpark area,Hotel room,99.08,2,277,4.48,67,4
640,Listing 640,Jordaan,Jordaan area,Entire home/apt,150.4,7,268,4.99,69,3
641,Listing 641,Slotervaart,Slotervaart area,Shared room,25,3,60,4.76,94,3
642,Listing 642,Centrum,Centrum area,Private room,113.27,2,211,4.16,210,5
643,Listing 643,Jordaan,Jordaan area,Private room,90.01,2,136,4.39,310,4
644,Listing 644,Centrum,Centrum area,Entire home/apt,187.95,14,244,4.57,68,6
645,Listing 645,Jordaan,Jordaan area,Private room,69.14,1,98,4.11,115,1
646,Listing 646,Noord,Noord area,Hotel room,76.58,2,113,4.64,343,2
647,Listing 647,Jordaan,Jordaan area,Shared room,88.02,3,250,4.8,352,4
648,Listing 648,Westerpark,Westerpark area,Entire home/apt,101.38,7,21,4.58,311,7
649,Listing 649,Slotervaart,Slotervaart area,Shared room,25,1,19,4.18,266,1
650,Listing 650,Oud-West,Oud-West area,Entire home/apt,114.17,7,202,4.27,20,1
651,Listing 651,Oud-West,Oud-West area,Entire home/apt,111.33,1,146,4.13,236,1
652,Listing 652,Bos en Lommer,Bos en Lommer area,Shared room,37.19,14,237,3.64,330,2
653,Listing 653,Jordaan,Jordaan area,Private room,108.54,7,69,3.99,201,1
654,Listing 654,Jordaan,Jordaan area,Entire home/apt,148.25,1,103,3.88,232,3
655,Listing 655,De Pijp,De Pijp area,Entire home/apt,122.3,7,43,4.59,268,3
656,Listing 656,Westerpark,Westerpark area,Private room,25.21,3,22,4.35,87,3
657,Listing 657,Jordaan,Jordaan area,Private room,93.64,2,214,4.6,157,8
658,Listing 658,Noord,Noord area,Private room,75.96,2,60,3.51,67,5
659,Listing 659,Centrum,Centrum area,Entire home/apt,195.4,14,2,3.86,311,8
660,Listing 660,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,80.25,1,40,3.87,307,5
661,Listing 661,Slotervaart,Slotervaart area,Private room,48.32,1,94,4.48,75,1
662,Listing 662,Jordaan,Jordaan area,Private room,67.66,1,152,3.57,169,7
663,Listing 663,Jordaan,Jordaan area,Entire home/apt,153.7,3,90,4.9,233,2
664,Listing 664,Noord,Noord area,Entire home/apt,123.73,7,194,4.76,34,2
665,Listing 665,Noord,Noord area,Entire home/apt,123.53,7,168,4.29,269,4
666,Listing 666,Slotervaart,Slotervaart area,Entire home/apt,112.48,14,270,4.59,44,5
667,Listing 667,Westerpark,Westerpark area,Private room,42.59,14,181,4.28,66,8
668,Listing 668,Watergraafsmeer,Watergraafsmeer area,Private room,72.32,2,119,4.97,362,1
669,Listing 669,De Pijp,De Pijp area,Entire home/apt,122.94,7,106,4.12,315,6
670,Listing 670,Oost,Oost area,Private room,47.89,2,108,4.54,5,5
671,Listing 671,De Pijp,De Pijp area,Entire home/apt,112.32,3,3,4.01,58,1
672,Listing 672,Jordaan,Jordaan area,Entire home/apt,159.26,14,173,4.87,344,1
673,Listing 673,Jordaan,Jordaan area,Entire home/apt,130.57,14,274,4.68,171,7
674,Listing 674,Centrum,Centrum area,Private room,59.75,3,153,4.33,289,1
675,Listing 675,Oud-West,Oud-West area,Private room,40.62,1,181,3.92,33,1
676,Listing 676,Oost,Oost area,Hotel room,126.79,7,273,3.78,84,2
677,Listing 677,Noord,Noord area,Private room,45.5,14,211,4.82,44,6
678,Listing 678,Watergraafsmeer,Watergraafsmeer area,Private room,54.66,2,154,3.76,110,6
679,Listing 679,Centrum,Centrum area,Private room,108.53,1,12,3.79,247,8
680,Listing 680,Bos en Lommer,Bos en Lommer area,Entire home/apt,78.78,1,167,4.73,73,3
681,Listing 681,Oud-West,Oud-West area,Private room,31.89,1,267,3.97,59,1
682,Listing 682,Slotervaart,Slotervaart area,Private room,50.49,1,170,3.65,239,5
683,Listing 683,Centrum,Centrum area,Private room,73.94,2,164,3.93,102,6
684,Listing 684,Watergraafsmeer,Watergraafsmeer area,Private room,89.03,1,139,3.91,76,1
685,Listing 685,Slotervaart,Slotervaart area,Private room,62.51,1,163,4.91,138,5
686,Listing 686,Slotervaart,Slotervaart area,Entire home/apt,100.0,3,36,4.31,159,1
687,Listing 687,Jordaan,Jordaan area,Entire home/apt,165.28,1,196,4.14,27,3
688,Listing 688,Slotervaart,Slotervaart area,Private room,38.83,3,228,3.97,315,4
689,Listing 689,Bos en Lommer,Bos en Lommer area,Entire home/apt,120.08,14,67,3.65,47,5
690,Listing 690,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,84.14,2,114,4.87,73,7
691,Listing 691,Jordaan,Jordaan area,Private room,62.08,14,166,3.55,232,8
692,Listing 692,De Pijp,De Pijp area,Entire home/apt,99.62,2,236,4.65,87,3
693,Listing 693,Bos en Lommer,Bos en Lommer area,Entire home/apt,104.7,1,166,4.69,284,8
694,Listing 694,Westerpark,Westerpark area,Private room,25,2,122,4.32,317,8
695,Listing 695,Westerpark,Westerpark area,Entire home/apt,112.98,3,220,4.32,222,4
696,Listing 696,Jordaan,Jordaan area,Private room,109.73,14,39,3.67,364,8
697,Listing 697,Oost,Oost area,Private room,60.44,1,207,4.53,35,7
698,Listing 698,Oost,Oost area,Entire home/apt,98.8,2,31,4.73,46,1
699,Listing 699,Jordaan,Jordaan area,Private room,64.12,2,228,4.52,100,6
700,Listing 700,Noord,Noord area,Private room,52.33,3,155,4.99,222,1
701,Listing 701,Slotervaart,Slotervaart area,Hotel room,59.39,3,150,4.85,31,1
702,Listing 702,Centrum,Centrum area,Private room,95.92,2,183,4.8,56,4
703,Listing 703,Westerpark,Westerpark area,Private room,38.72,7,195,4.15,207,4
704,Listing 704,Jordaan,Jordaan area,Entire home/apt,170.79,7,96,4.76,284,6
705,Listing 705,Westerpark,Westerpark area,Entire home/apt,134.78,1,68,4.47,5,3
706,Listing 706,Watergraafsmeer,Watergraafsmeer area,Private room,49.52,1,69,4.46,43,7
707,Listing 707,Watergraafsmeer,Watergraafsmeer area,Private room,34.47,7,92,4.33,232,8
708,Listing 708,Westerpark,Westerpark area,Entire home/apt,61.53,1,95,4.37,217,4
709,Listing 709,Bos en Lommer,Bos en Lommer area,Entire home/apt,113.47,14,17,4.56,19,2
710,Listing 710,Slotervaart,Slotervaart area,Entire home/apt,73.33,2,40,4.2,72,2
711,Listing 711,Bos en Lommer,Bos en Lommer area,Private room,64.22,2,39,4.42,350,6
712,Listing 712,Bos en Lommer,Bos en Lommer area,Private room,56.93,14,240,4.36,232,6
713,Listing 713,Westerpark,Westerpark area,Entire home/apt,121.55,2,85,4.59,18,5
714,Listing 714,Centrum,Centrum area,Private room,87.67,1,86,4.48,293,5
715,Listing 715,Slotervaart,Slotervaart area,Entire home/apt,74.63,2,39,3.7,142,5
716,Listing 716,Noord,Noord area,Private room,48.5,1,7,4.87,57,3
717,Listing 717,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,115.78,1,120,4.7,248,1
718,Listing 718,Oost,Oost area,Hotel room,119.17,1,74,4.76,304,7
719,Listing 719,Westerpark,Westerpark area,Entire home/apt,78.49,3,107,3.58,295,5
720,Listing 720,De Pijp,De Pijp area,Entire home/apt,140.46,14,237,3.95,204,4
721,Listing 721,Westerpark,Westerpark area,Private room,40.47,1,271,3.93,222,8
722,Listing 722,Westerpark,Westerpark area,Private room,62.45,1,271,3.65,349,6
723,Listing 723,Westerpark,Westerpark area,Private room,43.29,1,138,3.88,136,7
724,Listing 724,Watergraafsmeer,Watergraafsmeer area,Private room,36.97,2,123,4.28,344,3
725,Listing 725,Oost,Oost area,Entire home/apt,92.4,1,6,4.29,210,8
726,Listing 726,Oost,Oost area,Entire home/apt,76.6,2,145,3.55,128,2
727,Listing 727,Centrum,Centrum area,Shared room,32.96,1,62,3.63,362,3
728,Listing 728,Westerpark,Westerpark area,Private room,25,1,94,3.88,56,8
729,Listing 729,De Pijp,De Pijp area,Private room,79.23,3,218,3.89,354,2
730,Listing 730,Noord,Noord area,Private room,39.99,3,195,4.99,198,5
731,Listing 731,Noord,Noord area,Entire home/apt,145.52,7,102,3.77,312,8
732,Listing 732,De Pijp,De Pijp area,Entire home/apt,153.54,1,220,4.87,111,5
733,Listing 733,De Pijp,De Pijp area,Entire home/apt,159.15,14,228,3.72,9,1
734,Listing 734,Centrum,Centrum area,Private room,103.81,3,136,4.86,77,1
735,Listing 735,Bos en Lommer,Bos en Lommer area,Private room,48.0,2,206,3.5,35,8
736,Listing 736,De Pijp,De Pijp area,Private room,42.39,2,183,4.1,170,2
737,Listing 737,Oost,Oost area,Entire home/apt,117.95,2,235,3.76,148,1
738,Listing 738,Westerpark,Westerpark area,Private room,50.51,7,153,4.84,356,6
739,Listing 739,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,78.1,2,71,3.54,18,4
740,Listing 740,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,75.84,2,276,4.25,329,8
741,Listing 741,Centrum,Centrum area,Entire home/apt,213.05,1,21,3.82,207,8
742,Listing 742,Bos en Lommer,Bos en Lommer area,Entire home/apt,102.15,1,119,4.6,36,8
743,Listing 743,Centrum,Centrum area,Entire home/apt,185.33,1,66,4.45,7,5
744,Listing 744,De Pijp,De Pijp area,Entire home/apt,126.98,1,87,4.73,302,2
745,Listing 745,De Pijp,De Pijp area,Entire home/apt,134.29,3,103,4.72,218,7
746,Listing 746,Oost,Oost area,Entire home/apt,96.55,3,279,4.75,70,4
747,Listing 747,Centrum,Centrum area,Private room,84.81,1,72,4.54,212,3
748,Listing 748,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,108.72,1,20,4.69,68,7
749,Listing 749,Jordaan,Jordaan area,Entire home/apt,157.75,2,91,4.12,45,8
750,Listing 750,Jordaan,Jordaan area,Entire home/apt,160.18,14,138,4.12,267,3
751,Listing 751,Slotervaart,Slotervaart area,Private room,25,2,45,4.02,321,1
752,Listing 752,Bos en Lommer,Bos en Lommer area,Entire home/apt,71.92,1,60,4.43,271,4
753,Listing 753,Watergraafsmeer,Watergraafsmeer area,Private room,41.32,1,99,4.53,57,8
754,Listing 754,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,86.45,3,22,3.93,27,7
755,Listing 755,Noord,Noord area,Entire home/apt,106.45,1,22,4.89,53,3
756,Listing 756,Jordaan,Jordaan area,Private room,48.29,1,248,3.61,263,4
757,Listing 757,Watergraafsmeer,Watergraafsmeer area,Private room,43.88,1,166,3.99,117,2
758,Listing 758,Oud-West,Oud-West area,Private room,74.33,2,102,3.61,192,8
759,Listing 759,Centrum,Centrum area,Private room,118.12,7,232,4.06,91,8
760,Listing 760,Oud-West,Oud-West area,Private room,98.73,3,138,3.69,103,1
761,Listing 761,Noord,Noord area,Entire home/apt,108.21,2,87,4.83,175,3
762,Listing 762,Slotervaart,Slotervaart area,Shared room,25,7,117,4.79,44,8
763,Listing 763,Oud-West,Oud-West area,Private room,70.91,2,219,3.99,126,4
764,Listing 764,Slotervaart,Slotervaart area,Shared room,25,1,2,3.56,213,8
765,Listing 765,Bos en Lommer,Bos en Lommer area,Entire home/apt,67.59,14,50,3.86,231,1
766,Listing 766,Westerpark,Westerpark area,Shared room,27.06,2,67,3.86,183,2
767,Listing 767,Centrum,Centrum area,Entire home/apt,169.47,14,12,4.66,232,7
768,Listing 768,Jordaan,Jordaan area,Private room,109.35,14,189,4.56,320,1
769,Listing 769,De Pijp,De Pijp area,Entire home/apt,121.05,2,151,4.55,218,4
770,Listing 770,De Pijp,De Pijp area,Private room,42.08,3,171,4.83,28,2
771,Listing 771,Westerpark,Westerpark area,Entire home/apt,91.02,1,89,4.34,331,4
772,Listing 772,Jordaan,Jordaan area,Hotel room,115.02,1,122,4.47,276,4
773,Listing 773,Oud-West,Oud-West area,Entire home/apt,143.97,1,216,3.6,141,6
774,Listing 774,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,85.84,14,269,4.56,62,5
775,Listing 775,Watergraafsmeer,Watergraafsmeer area,Private room,64.87,14,33,3.63,96,7
776,Listing 776,Jordaan,Jordaan area,Entire home/apt,114.13,1,39,3.91,55,3
777,Listing 777,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,113.98,7,11,4.95,150,3
778,Listing 778,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,147.28,1,227,3.94,330,2
779,Listing 779,Centrum,Centrum area,Private room,95.38,3,171,4.48,210,6
780,Listing 780,Watergraafsmeer,Watergraafsmeer area,Private room,98.25,14,271,4.19,280,3
781,Listing 781,Noord,Noord area,Entire home/apt,93.55,1,147,4.03,24,8
782,Listing 782,Jordaan,Jordaan area,Private room,102.97,2,82,3.77,364,3
783,Listing 783,Jordaan,Jordaan area,Entire home/apt,207.3,2,64,4.05,225,4
784,Listing 784,Bos en Lommer,Bos en Lommer area,Private room,87.73,1,162,4.06,176,3
785,Listing 785,Bos en Lommer,Bos en Lommer area,Entire home/apt,107.87,14,255,4.89,74,3
786,Listing 786,Centrum,Centrum area,Hotel room,134.24,3,279,4.47,259,5
787,Listing 787,Watergraafsmeer,Watergraafsmeer area,Private room,82.89,14,75,4.01,289,2
788,Listing 788,Watergraafsmeer,Watergraafsmeer area,Shared room,25,1,71,3.96,347,7
789,Listing 789,Slotervaart,Slotervaart area,Private room,34.19,2,28,4.38,311,4
790,Listing 790,Noord,Noord area,Entire home/apt,97.93,14,42,4.52,275,2
791,Listing 791,Bos en Lommer,Bos en Lommer area,Entire home/apt,62.86,3,261,4.1,28,7
792,Listing 792,Oost,Oost area,Entire home/apt,111.63,3,6,4.03,145,8
793,Listing 793,Bos en Lommer,Bos en Lommer area,Entire home/apt,86.99,2,212,3.75,226,7
794,Listing 794,Westerpark,Westerpark area,Entire home/apt,83.53,2,44,3.95,73,6
795,Listing 795,De Pijp,De Pijp area,Shared room,25,2,3,4.12,209,8
796,Listing 796,Slotervaart,Slotervaart area,Private room,32.03,1,70,4.75,102,5
797,Listing 797,Bos en Lommer,Bos en Lommer area,Entire home/apt,97.49,14,155,3.84,252,1
798,Listing 798,Jordaan,Jordaan area,Entire home/apt,144.78,2,241,4.13,63,8
799,Listing 799,Oud-West,Oud-West area,Entire home/apt,127.15,3,34,4.37,306,7
800,Listing 800,Noord,Noord area,Private room,25,1,243,4.06,355,1
801,Listing 801,Noord,Noord area,Entire home/apt,111.38,1,69,3.58,182,6
802,Listing 802,Westerpark,Westerpark area,Private room,58.81,2,182,3.94,24,2
803,Listing 803,Bos en Lommer,Bos en Lommer area,Entire home/apt,66.41,3,85,4.81,278,5
804,Listing 804,Noord,Noord area,Private room,25,3,185,4.73,49,1
805,Listing 805,Jordaan,Jordaan area,Entire home/apt,143.91,1,174,3.83,83,4
806,Listing 806,Oud-West,Oud-West area,Private room,78.99,1,269,4.13,272,2
807,Listing 807,De Pijp,De Pijp area,Private room,85.26,3,159,3.71,353,8
808,Listing 808,Slotervaart,Slotervaart area,Entire home/apt,74.42,2,175,3.54,88,2
809,Listing 809,Oud-West,Oud-West area,Entire home/apt,114.52,2,157,3.7,64,2
810,Listing 810,Westerpark,Westerpark area,Private room,25,1,57,4.66,39,7
811,Listing 811,Centrum,Centrum area,Entire home/apt,208.75,1,30,4.86,240,1
812,Listing 812,De Pijp,De Pijp area,Entire home/apt,136.01,1,5,4.88,49,4
813,Listing 813,Slotervaart,Slotervaart area,Shared room,32.92,2,46,4.92,74,6
814,Listing 814,Oost,Oost area,Entire home/apt,127.07,2,256,4.26,313,2
815,Listing 815,De Pijp,De Pijp area,Private room,67.04,1,98,4.85,144,1
816,Listing 816,De Pijp,De Pijp area,Shared room,25,14,258,4.05,362,3
817,Listing 817,Watergraafsmeer,Watergraafsmeer area,Private room,79.64,2,194,4.27,217,7
818,Listing 818,De Pijp,De Pijp area,Private room,88.7,14,160,3.67,63,3
819,Listing 819,Watergraafsmeer,Watergraafsmeer area,Private room,42.84,3,20,4.24,42,7
820,Listing 820,Noord,Noord area,Entire home/apt,70.5,14,159,3.84,351,7
821,Listing 821,Noord,Noord area,Hotel room,40.54,3,243,3.77,347,8
822,Listing 822,De Pijp,De Pijp area,Entire home/apt,147.24,1,267,3.68,337,7
823,Listing 823,Westerpark,Westerpark area,Private room,85.07,3,86,4.96,33,6
824,Listing 824,Oud-West,Oud-West area,Private room,57.88,2,206,4.76,62,8
825,Listing 825,Noord,Noord area,Private room,50.19,14,204,4.5,182,7
826,Listing 826,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,73.29,1,75,3.68,232,8
827,Listing 827,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,104.59,14,27,4.52,34,3
828,Listing 828,Westerpark,Westerpark area,Private room,50.76,2,167,4.43,78,2
829,Listing 829,De Pijp,De Pijp area,Private room,41.9,2,238,4.49,103,8
830,Listing 830,Bos en Lommer,Bos en Lommer area,Entire home/apt,87.09,1,175,4.93,276,1
831,Listing 831,Westerpark,Westerpark area,Private room,68.53,14,192,3.55,226,3
832,Listing 832,Bos en Lommer,Bos en Lommer area,Private room,59.89,1,155,4.24,361,3
833,Listing 833,Noord,Noord area,Private room,37.9,14,251,4.21,337,3
834,Listing 834,Bos en Lommer,Bos en Lommer area,Entire home/apt,90.76,7,134,4.43,253,6
835,Listing 835,Noord,Noord area,Entire home/apt,100.98,1,187,4.65,178,6
836,Listing 836,Westerpark,Westerpark area,Entire home/apt,106.07,7,176,4.03,182,4
837,Listing 837,Oud-West,Oud-West area,Entire home/apt,121.79,1,33,4.01,156,1
838,Listing 838,Bos en Lommer,Bos en Lommer area,Entire home/apt,97.79,7,235,4.35,336,7
839,Listing 839,Noord,Noord area,Entire home/apt,90.84,7,162,3.98,193,2
840,Listing 840,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,100.8,14,105,4.25,172,6
841,Listing 841,Jordaan,Jordaan area,Private room,66.01,1,254,4.76,325,4
842,Listing 842,Noord,Noord area,Entire home/apt,111.2,7,152,4.71,293,2
843,Listing 843,Slotervaart,Slotervaart area,Entire home/apt,81.13,7,271,3.81,243,2
844,Listing 844,Noord,Noord area,Entire home/apt,101.38,3,153,3.8,221,7
845,Listing 845,Noord,Noord area,Private room,25,1,92,4.37,9,4
846,Listing 846,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,109.84,7,272,4.9,314,1
847,Listing 847,Bos en Lommer,Bos en Lommer area,Entire home/apt,75.58,7,153,3.98,222,2
848,Listing 848,Oud-West,Oud-West area,Private room,65.96,1,136,3.88,146,4
849,Listing 849,Westerpark,Westerpark area,Entire home/apt,107.79,14,158,4.34,237,7
850,Listing 850,Westerpark,Westerpark area,Private room,56.33,1,18,3.91,103,1
851,Listing 851,Noord,Noord area,Private room,43.11,1,21,3.58,248,2
852,Listing 852,Oost,Oost area,Private room,79.92,3,32,4.51,208,2
853,Listing 853,Westerpark,Westerpark area,Shared room,29.73,1,57,4.28,292,5
854,Listing 854,Watergraafsmeer,Watergraafsmeer area,Private room,39.14,1,121,4.66,307,6
855,Listing 855,Oost,Oost area,Private room,52.1,2,120,3.72,216,3
856,Listing 856,Oud-West,Oud-West area,Hotel room,63.9,2,225,4.79,209,1
857,Listing 857,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,96.95,14,279,4.52,216,5
858,Listing 858,Jordaan,Jordaan area,Entire home/apt,150.69,1,188,4.47,157,1
859,Listing 859,Centrum,Centrum area,Private room,93.57,3,196,4.85,158,2
860,Listing 860,Bos en Lommer,Bos en Lommer area,Private room,30.63,1,226,4.86,198,7
861,Listing 861,Noord,Noord area,Entire home/apt,125.97,1,152,4.87,107,6
862,Listing 862,Westerpark,Westerpark area,Private room,39.4,14,140,4.21,41,7
863,Listing 863,Oost,Oost area,Private room,81.49,2,82,4.26,357,6
864,Listing 864,Westerpark,Westerpark area,Private room,26.59,14,280,4.54,167,1
865,Listing 865,Jordaan,Jordaan area,Private room,82.76,2,205,3.97,102,2
866,Listing 866,De Pijp,De Pijp area,Entire home/apt,119.54,1,264,4.77,365,7
867,Listing 867,Oost,Oost area,Entire home/apt,117.5,3,88,4.7,351,4
868,Listing 868,De Pijp,De Pijp area,Entire home/apt,122.36,7,93,4.92,201,4
869,Listing 869,Centrum,Centrum area,Shared room,79.56,14,117,3.8,45,3
870,Listing 870,Centrum,Centrum area,Entire home/apt,166.59,2,219,3.72,307,6
871,Listing 871,Jordaan,Jordaan area,Shared room,71.58,14,222,3.68,232,4
872,Listing 872,Oud-West,Oud-West area,Shared room,58.91,14,136,4.07,147,7
873,Listing 873,Oud-West,Oud-West area,Private room,78.81,1,96,4.11,214,3
874,Listing 874,Centrum,Centrum area,Entire home/apt,179.51,14,134,4.86,120,6
875,Listing 875,Slotervaart,Slotervaart area,Private room,39.72,7,68,4.53,165,7
876,Listing 876,Westerpark,Westerpark area,Private room,53.25,1,131,4.34,37,1
877,Listing 877,Oost,Oost area,Shared room,25,2,23,4.26,2,7
878,Listing 878,Noord,Noord area,Hotel room,79.4,1,189,4.37,67,5
879,Listing 879,Jordaan,Jordaan area,Entire home/apt,197.15,3,67,4.57,45,7
880,Listing 880,Jordaan,Jordaan area,Entire home/apt,142.61,1,160,4.25,22,5
881,Listing 881,Oost,Oost area,Shared room,25,3,135,4.15,264,3
882,Listing 882,Oost,Oost area,Private room,95.07,14,251,3.58,77,3
883,Listing 883,Centrum,Centrum area,Entire home/apt,195.14,1,239,4.99,223,8
884,Listing 884,Centrum,Centrum area,Entire home/apt,183.47,14,248,3.67,234,3
885,Listing 885,De Pijp,De Pijp area,Entire home/apt,134.69,2,86,4.34,260,4
886,Listing 886,Slotervaart,Slotervaart area,Hotel room,83.67,1,2,4.12,269,2
887,Listing 887,Oud-West,Oud-West area,Private room,43.97,1,13,4.09,145,2
888,Listing 888,Oost,Oost area,Entire home/apt,72.53,14,41,4.18,235,5
889,Listing 889,Slotervaart,Slotervaart area,Private room,39.63,1,231,3.82,166,1
890,Listing 890,Noord,Noord area,Entire home/apt,100.26,7,28,3.64,36,5
891,Listing 891,Jordaan,Jordaan area,Entire home/apt,162.64,1,10,4.08,106,7
892,Listing 892,Noord,Noord area,Private room,27.49,2,78,4.24,61,7
893,Listing 893,Noord,Noord area,Shared room,25,2,49,4.23,188,7
894,Listing 894,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,88.58,7,216,4.72,46,3
895,Listing 895,Westerpark,Westerpark area,Private room,72.52,2,237,4.47,346,3
896,Listing 896,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,113.23,2,268,4.2,42,2
897,Listing 897,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,130.22,7,153,3.94,127,1
898,Listing 898,Bos en Lommer,Bos en Lommer area,Entire home/apt,86.99,1,23,4.27,262,7
899,Listing 899,De Pijp,De Pijp area,Entire home/apt,123.21,1,181,4.65,130,1
900,Listing 900,De Pijp,De Pijp area,Private room,29.02,1,236,4.76,91,1
901,Listing 901,De Pijp,De Pijp area,Entire home/apt,125.09,14,232,4.44,343,5
902,Listing 902,Oost,Oost area,Hotel room,71.35,1,95,3.62,108,5
903,Listing 903,De Pijp,De Pijp area,Entire home/apt,149.92,14,6,4.19,87,7
904,Listing 904,Slotervaart,Slotervaart area,Private room,44.75,3,155,4.54,316,7
905,Listing 905,Noord,Noord area,Entire home/apt,103.6,2,8,4.79,356,4
906,Listing 906,Watergraafsmeer,Watergraafsmeer area,Private room,59.77,2,123,3.63,223,8
907,Listing 907,Jordaan,Jordaan area,Entire home/apt,171.94,14,78,4.95,359,8
908,Listing 908,Centrum,Centrum area,Private room,91.65,2,124,4.35,103,7
909,Listing 909,Centrum,Centrum area,Entire home/apt,211.0,14,221,4.61,212,5
910,Listing 910,Centrum,Centrum area,Entire home/apt,203.33,14,248,3.85,262,1
911,Listing 911,Bos en Lommer,Bos en Lommer area,Entire home/apt,67.48,7,137,4.83,331,2
912,Listing 912,Watergraafsmeer,Watergraafsmeer area,Private room,38.27,7,177,3.53,229,5
913,Listing 913,Oud-West,Oud-West area,Entire home/apt,102.97,14,173,3.7,308,5
914,Listing 914,Westerpark,Westerpark area,Hotel room,93.03,1,184,4.43,241,5
915,Listing 915,De Pijp,De Pijp area,Private room,74.19,7,251,4.91,51,8
916,Listing 916,Noord,Noord area,Entire home/apt,104.67,3,24,4.82,9,6
917,Listing 917,Jordaan,Jordaan area,Entire home/apt,175.02,7,32,3.67,172,4
918,Listing 918,De Pijp,De Pijp area,Private room,46.71,3,249,4.68,132,1
919,Listing 919,Bos en Lommer,Bos en Lommer area,Entire home/apt,107.81,1,263,4.56,309,8
920,Listing 920,Watergraafsmeer,Watergraafsmeer area,Hotel room,104.9,1,56,4.74,54,1
921,Listing 921,Bos en Lommer,Bos en Lommer area,Entire home/apt,62.29,2,185,4.56,80,8
922,Listing 922,De Pijp,De Pijp area,Entire home/apt,100.51,1,186,3.68,171,4
923,Listing 923,Watergraafsmeer,Watergraafsmeer area,Hotel room,80.28,2,242,4.26,174,2
924,Listing 924,Noord,Noord area,Entire home/apt,92.72,2,212,3.73,184,7
925,Listing 925,Oud-West,Oud-West area,Entire home/apt,84.67,3,234,4.92,264,8
926,Listing 926,Jordaan,Jordaan area,Private room,99.35,1,264,4.01,35,7
927,Listing 927,Jordaan,Jordaan area,Entire home/apt,155.69,1,77,4.97,294,5
928,Listing 928,Westerpark,Westerpark area,Entire home/apt,108.42,3,155,3.51,160,5
929,Listing 929,Bos en Lommer,Bos en Lommer area,Private room,57.28,14,105,4.55,278,7
930,Listing 930,Oud-West,Oud-West area,Private room,78.72,3,43,4.08,18,3
931,Listing 931,Bos en Lommer,Bos en Lommer area,Hotel room,70.13,3,159,4.64,266,3
932,Listing 932,Centrum,Centrum area,Entire home/apt,188.63,2,276,3.86,303,5
933,Listing 933,Westerpark,Westerpark area,Hotel room,89.41,3,190,3.69,132,2
934,Listing 934,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,104.5,3,2,4.97,232,4
935,Listing 935,Oost,Oost area,Entire home/apt,91.68,7,71,4.28,365,4
936,Listing 936,De Pijp,De Pijp area,Entire home/apt,98.15,14,98,3.65,184,7
937,Listing 937,Westerpark,Westerpark area,Entire home/apt,143.74,14,243,3.62,109,7
938,Listing 938,Slotervaart,Slotervaart area,Private room,58.46,14,202,4.45,135,8
939,Listing 939,Watergraafsmeer,Watergraafsmeer area,Private room,39.66,14,258,4.57,65,3
940,Listing 940,Bos en Lommer,Bos en Lommer area,Private room,50.95,2,60,4.18,355,1
941,Listing 941,Jordaan,Jordaan area,Shared room,25,1,209,4.05,56,5
942,Listing 942,Centrum,Centrum area,Entire home/apt,216.05,2,60,4.99,190,5
943,Listing 943,Noord,Noord area,Entire home/apt,97.84,2,215,4.83,24,4
944,Listing 944,Jordaan,Jordaan area,Private room,69.29,1,250,4.32,1,2
945,Listing 945,Centrum,Centrum area,Entire home/apt,156.84,14,172,4.75,193,3
946,Listing 946,Jordaan,Jordaan area,Entire home/apt,148.55,14,235,3.72,230,6
947,Listing 947,De Pijp,De Pijp area,Private room,54.49,3,119,4.31,202,8
948,Listing 948,Noord,Noord area,Private room,29.86,1,84,4.36,362,5
949,Listing 949,Bos en Lommer,Bos en Lommer area,Private room,39.78,1,277,4.94,295,4
